HandPose,D1-2,D2-3,D3-4,D4-5,Up1,Up2,Up3,Up4,Up5
Palm,122.97461441669984,41.892200507349735,38.21623747696577,54.20776586133873,true,true,true,true,true
Palm,134.1007350400814,42.75666271240256,39.08577322699562,56.816954298663816,true,true,true,true,true
Palm,133.6911745558122,43.197692577943705,39.884345227182756,57.070887569946244,true,true,true,true,true
Palm,133.9051067385081,42.91594412586661,39.137079617531874,56.13785498526621,true,true,true,true,true
Palm,116.64514247374231,45.86198991657433,39.2322095748944,57.31675063302288,true,true,true,true,true
Palm,132.01556779569503,43.86585393615297,39.122117085675974,58.13932695482046,true,true,true,true,true
Palm,117.96943387066429,44.679387194748095,39.01635418197902,53.939278241588646,true,true,true,true,true
Palm,129.83890610202837,45.18069830857428,39.97264375282805,58.861121549703036,true,true,true,true,true
Palm,118.34009668065842,45.42728288786628,39.077870722289724,52.64587153963317,true,true,true,true,true
Palm,129.02028949174482,44.59287927773271,39.49460003569174,59.025693322280155,true,true,true,true,true
Palm,117.4767239579567,44.188983726275836,39.08271493447884,54.41970810398083,true,true,true,true,true
Palm,132.01163725794402,42.80749401243166,39.256443520968304,56.041115917632325,true,true,true,true,true
Palm,132.08669739608834,43.305775677176584,39.46818580315767,55.61228932808644,true,true,true,true,true
Palm,132.17323014594012,42.80071574288563,39.586517274340025,56.66886341271314,true,true,true,true,true
Palm,133.20118314303375,42.981697518748796,39.46549581299447,56.69257126197146,true,true,true,true,true
Palm,133.26918477527747,43.14095476265943,39.86817577496535,56.68990036065357,true,true,true,true,true
Palm,132.3702071583328,43.106743903140824,39.78627662777745,55.79594599193488,true,true,true,true,true
Palm,132.35880567715807,43.23368052346421,39.871673839362735,56.40732844225866,true,true,true,true,true
Palm,133.55248162066218,43.33225868638233,39.3596052772946,56.29329208550321,true,true,true,true,true
Palm,133.66249635182336,43.82265111798808,39.644026087087155,56.695565522959804,true,true,true,true,true
Palm,132.4718324648145,42.47786899417013,39.29168933810375,55.67971646915451,true,true,true,true,true
Palm,131.44736635706832,42.935950039585315,39.743179223367754,57.423136400030266,true,true,true,true,true
Palm,130.95895387840716,43.337614846316924,39.42025636250508,56.61507911850727,true,true,true,true,true
Palm,131.99546945214706,43.689278498659434,39.312868632036846,57.014434593773714,true,true,true,true,true
Palm,131.98518209482856,43.9525007973809,40.204173720708035,56.11736387476163,true,true,true,true,true
Palm,133.38990381337604,43.16395355513196,39.549129759974704,55.475082717923286,true,true,true,true,true
Palm,132.94517694014954,43.78222912253023,39.320785540228094,55.88778429969939,true,true,true,true,true
Palm,132.9983969116457,43.68336144522268,39.27355913264234,57.33179587084616,true,true,true,true,true
Palm,132.74870514384122,43.747147460853235,39.475119930374625,57.62787138132466,true,true,true,true,true
Palm,131.54279951268808,44.16157266841374,40.533309501253896,57.17309017645965,true,true,true,true,true
Palm,132.4276631821158,43.9228395044245,40.05778853174442,57.192057085219844,true,true,true,true,true
Palm,131.95894819892172,43.36995036438464,39.58499332714438,57.12991220349025,true,true,true,true,true
Palm,130.2864681996663,44.40996506629776,40.25445660179809,57.55417443976502,true,true,true,true,true
Palm,130.86369971236522,43.61983166466788,39.63531681730999,58.41036485907324,true,true,true,true,true
