HandPose,D1-2,D2-3,D3-4,D4-5,Up1,Up2,Up3,Up4,Up5
OK,23.522482015466224,105.81473570458546,42.577092898428354,44.959242736769916,true,false,true,true,true
OK,20.088645708745123,103.24059926791243,45.59508252511698,48.37131656803197,true,false,true,true,true
OK,23.771149277138623,104.69588370849749,43.34178999374099,49.25725933548978,true,false,true,true,true
OK,17.01050861829168,105.28903414925175,41.2887393182673,42.00615952189008,true,true,true,true,true
OK,18.52695239399213,97.32212336747314,40.59596911995966,44.32497857351927,true,false,true,true,true
OK,21.278732486589973,98.16009769609973,39.72181428806176,46.017043342944746,true,false,true,true,true
OK,17.915063778293547,106.43966411031487,42.735213272553814,46.02047530354617,true,false,true,true,true
OK,20.031091143405625,102.10771793616667,44.39155316239329,52.12636979504499,true,false,true,true,true
OK,18.13875231820906,105.38065177030019,44.707129367316504,51.96235035402635,true,false,true,true,true
OK,19.06266536288564,106.65751463285187,43.069571798681885,44.90041291146293,true,false,true,true,true
OK,16.708832147817336,102.7268100389966,43.90135352271962,50.20132404198157,true,false,true,true,true
OK,18.007234934508105,103.51960080475574,42.76893202109263,48.3413842480242,true,false,true,true,true
OK,19.33849580278567,102.72740488096967,43.65759953155267,48.077664602870094,true,false,true,true,true
OK,15.743603168674687,104.35450995973473,44.08652805204892,47.258527106957004,true,false,true,true,true
OK,15.311211493840796,100.05785032628718,43.16124241622207,45.70422872664732,true,false,true,true,true
OK,16.465688578507212,101.8734131738643,43.076863254786836,48.16391546872361,true,false,true,true,true
OK,15.296092021455417,102.80345151479175,43.37259198616966,44.48981030926307,true,false,true,true,true
OK,18.83892011565681,101.82609978284589,43.758950379484496,46.04883774644142,true,false,true,true,true
OK,15.409153287380654,109.06758945630834,42.762766723103056,47.22909189554286,true,false,true,true,true
OK,17.404847973608884,105.44337186786017,41.862963137396115,46.10667048809299,true,false,true,true,true
OK,17.254337087588507,103.391246643434,42.07159868914937,45.59569589948246,true,false,true,true,true
OK,17.741390930993965,103.11062618449654,43.086116862802015,46.60943863591215,true,false,true,true,true
OK,16.942277169300237,100.93244414721242,43.05867088831435,47.65475332812254,true,false,true,true,true
OK,18.00507247688511,101.07880999729528,41.91352796263693,45.03250331045005,true,false,true,true,true
OK,15.004111979003563,98.25803439397357,44.96644035599795,47.995949118005676,true,false,true,true,true
OK,18.679622240950845,102.2882251886612,43.01463336766736,48.938901329603844,true,false,true,true,true
OK,16.936064471418323,103.49516003760851,42.77144722384741,47.33901413334765,true,false,true,true,true
OK,19.66885249132452,101.25932675486627,41.714496826103954,45.64518667660828,true,false,true,true,true
OK,19.648938991391724,100.2512246524118,43.52342252698838,50.73351870037724,true,false,true,true,true
OK,19.099379114446627,98.05138664906,44.82376665886664,50.175832501622175,true,false,true,true,true
OK,20.678667459712557,96.77369475684759,45.89620429794306,47.40659296559535,true,false,true,true,true
OK,21.7229514720439,99.27609805559231,43.52552395510764,50.36396179900426,true,false,true,true,true
OK,17.89484487775369,101.75951102208035,43.595282554674505,47.59036726019414,true,false,true,true,true
OK,19.536866324650518,100.29381989377397,44.03320817004773,50.23234352299403,true,false,true,true,true
OK,18.372070660580672,97.69664320327874,45.52408162188294,49.72260925727678,true,false,true,true,true
OK,18.66645593083522,100.7973884637149,43.83267436590769,48.26107995099636,true,false,true,true,true
OK,19.139389794616687,97.95603419506284,44.466970981862296,48.773411428524284,true,false,true,true,true
OK,17.900866485284272,99.03014356733861,44.20535178057622,48.518267587235485,true,false,true,true,true
OK,21.027853921317416,98.79893892918017,43.11571017650372,48.19559511393431,true,false,true,true,true
